step,src_node,type,deg,edge,dst_node,type,deg,importance,tactic
4054,1527,proc,16,open,/proc/net/dev,file,3,1
4055,1527,proc,16,lseek,/proc/net/dev,file,3,0
4056,1527,proc,16,read,/proc/net/dev,file,3,0
4057,1527,proc,16,open,/proc/net/dev,file,3,1
4058,1527,proc,16,lseek,/proc/net/dev,file,3,0
4059,1527,proc,16,read,/proc/net/dev,file,3,0
4060,1527,proc,16,open,/proc/net/dev,file,3,1
4061,1527,proc,16,lseek,/proc/net/dev,file,3,0
4062,1527,proc,16,read,/proc/net/dev,file,3,0
4063,1527,proc,16,open,/proc/net/dev,file,3,1
4064,1527,proc,16,lseek,/proc/net/dev,file,3,0
4065,1527,proc,16,read,/proc/net/dev,file,3,0
4066,1527,proc,16,open,/proc/net/dev,file,3,1
4067,1527,proc,16,lseek,/proc/net/dev,file,3,0
4068,1527,proc,16,read,/proc/net/dev,file,3,0
4069,1527,proc,16,open,/proc/net/dev,file,3,1
4070,1527,proc,16,lseek,/proc/net/dev,file,3,0
4071,1527,proc,16,read,/proc/net/dev,file,3,0
4073,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4074,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4076,1527,proc,16,open,/proc/stat,file,3,1
4077,1527,proc,16,fstat64,/proc/stat,file,3,0
4078,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4079,1527,proc,16,read,/proc/stat,file,3,0
4082,1527,proc,16,open,/proc/stat,file,3,1
4083,1527,proc,16,fstat64,/proc/stat,file,3,0
4084,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4085,1527,proc,16,read,/proc/stat,file,3,0
4088,1527,proc,16,send,NO_SOCKET,net,1,1
4089,1527,proc,16,open,/proc/net/dev,file,3,1
4090,1527,proc,16,lseek,/proc/net/dev,file,3,0
4091,1527,proc,16,read,/proc/net/dev,file,3,0
4092,1527,proc,16,open,/proc/net/dev,file,3,1
4093,1527,proc,16,lseek,/proc/net/dev,file,3,0
4094,1527,proc,16,read,/proc/net/dev,file,3,0
4095,1527,proc,16,open,/proc/net/dev,file,3,1
4096,1527,proc,16,lseek,/proc/net/dev,file,3,0
4097,1527,proc,16,read,/proc/net/dev,file,3,0
4098,1527,proc,16,open,/proc/net/dev,file,3,1
4099,1527,proc,16,lseek,/proc/net/dev,file,3,0
4100,1527,proc,16,read,/proc/net/dev,file,3,0
4101,1527,proc,16,open,/proc/net/dev,file,3,1
4102,1527,proc,16,lseek,/proc/net/dev,file,3,0
4103,1527,proc,16,read,/proc/net/dev,file,3,0
4104,1527,proc,16,open,/proc/net/dev,file,3,1
4105,1527,proc,16,lseek,/proc/net/dev,file,3,0
4106,1527,proc,16,read,/proc/net/dev,file,3,0
4107,1527,proc,16,open,/proc/net/dev,file,3,1
4108,1527,proc,16,lseek,/proc/net/dev,file,3,0
4109,1527,proc,16,read,/proc/net/dev,file,3,0
4110,1527,proc,16,open,/proc/net/dev,file,3,1
4111,1527,proc,16,lseek,/proc/net/dev,file,3,0
4112,1527,proc,16,read,/proc/net/dev,file,3,0
4113,1527,proc,16,open,/proc/net/dev,file,3,1
4114,1527,proc,16,lseek,/proc/net/dev,file,3,0
4115,1527,proc,16,read,/proc/net/dev,file,3,0
4116,1527,proc,16,open,/proc/net/dev,file,3,1
4117,1527,proc,16,lseek,/proc/net/dev,file,3,0
4118,1527,proc,16,read,/proc/net/dev,file,3,0
4120,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4121,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4123,1527,proc,16,open,/proc/stat,file,3,1
4124,1527,proc,16,fstat64,/proc/stat,file,3,0
4125,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4126,1527,proc,16,read,/proc/stat,file,3,0
4129,1527,proc,16,open,/proc/stat,file,3,1
4130,1527,proc,16,fstat64,/proc/stat,file,3,0
4131,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4132,1527,proc,16,read,/proc/stat,file,3,0
4134,1527,proc,16,open,/proc/net/dev,file,3,1
4135,1527,proc,16,lseek,/proc/net/dev,file,3,0
4136,1527,proc,16,read,/proc/net/dev,file,3,0
4137,1527,proc,16,open,/proc/net/dev,file,3,1
4138,1527,proc,16,lseek,/proc/net/dev,file,3,0
4139,1527,proc,16,read,/proc/net/dev,file,3,0
4140,1527,proc,16,open,/proc/net/dev,file,3,1
4141,1527,proc,16,lseek,/proc/net/dev,file,3,0
4142,1527,proc,16,read,/proc/net/dev,file,3,0
4143,1527,proc,16,open,/proc/net/dev,file,3,1
4144,1527,proc,16,lseek,/proc/net/dev,file,3,0
4145,1527,proc,16,read,/proc/net/dev,file,3,0
4146,1527,proc,16,open,/proc/net/dev,file,3,1
4147,1527,proc,16,lseek,/proc/net/dev,file,3,0
4148,1527,proc,16,read,/proc/net/dev,file,3,0
4149,1527,proc,16,open,/proc/net/dev,file,3,1
4150,1527,proc,16,lseek,/proc/net/dev,file,3,0
4151,1527,proc,16,read,/proc/net/dev,file,3,0
4152,1527,proc,16,open,/proc/net/dev,file,3,1
4153,1527,proc,16,lseek,/proc/net/dev,file,3,0
4154,1527,proc,16,read,/proc/net/dev,file,3,0
4155,1527,proc,16,open,/proc/net/dev,file,3,1
4156,1527,proc,16,lseek,/proc/net/dev,file,3,0
4157,1527,proc,16,read,/proc/net/dev,file,3,0
4158,1527,proc,16,open,/proc/net/dev,file,3,1
4159,1527,proc,16,lseek,/proc/net/dev,file,3,0
4160,1527,proc,16,read,/proc/net/dev,file,3,0
4161,1527,proc,16,open,/proc/net/dev,file,3,1
4162,1527,proc,16,lseek,/proc/net/dev,file,3,0
4163,1527,proc,16,read,/proc/net/dev,file,3,0
4165,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4166,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4168,1527,proc,16,open,/proc/stat,file,3,1
4169,1527,proc,16,fstat64,/proc/stat,file,3,0
4170,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4171,1527,proc,16,read,/proc/stat,file,3,0
4174,1527,proc,16,open,/proc/stat,file,3,1
4175,1527,proc,16,fstat64,/proc/stat,file,3,0
4176,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4177,1527,proc,16,read,/proc/stat,file,3,0
4179,1527,proc,16,open,/proc/net/dev,file,3,1
4180,1527,proc,16,lseek,/proc/net/dev,file,3,0
4181,1527,proc,16,read,/proc/net/dev,file,3,0
4182,1527,proc,16,open,/proc/net/dev,file,3,1
4183,1527,proc,16,lseek,/proc/net/dev,file,3,0
4184,1527,proc,16,read,/proc/net/dev,file,3,0
4185,1527,proc,16,open,/proc/net/dev,file,3,1
4186,1527,proc,16,lseek,/proc/net/dev,file,3,0
4187,1527,proc,16,read,/proc/net/dev,file,3,0
4188,1527,proc,16,open,/proc/net/dev,file,3,1
4189,1527,proc,16,lseek,/proc/net/dev,file,3,0
4190,1527,proc,16,read,/proc/net/dev,file,3,0
4191,1527,proc,16,open,/proc/net/dev,file,3,1
4192,1527,proc,16,lseek,/proc/net/dev,file,3,0
4193,1527,proc,16,read,/proc/net/dev,file,3,0
4194,1527,proc,16,open,/proc/net/dev,file,3,1
4195,1527,proc,16,lseek,/proc/net/dev,file,3,0
4196,1527,proc,16,read,/proc/net/dev,file,3,0
4197,1527,proc,16,open,/proc/net/dev,file,3,1
4198,1527,proc,16,lseek,/proc/net/dev,file,3,0
4199,1527,proc,16,read,/proc/net/dev,file,3,0
4200,1527,proc,16,open,/proc/net/dev,file,3,1
4201,1527,proc,16,lseek,/proc/net/dev,file,3,0
4202,1527,proc,16,read,/proc/net/dev,file,3,0
4203,1527,proc,16,open,/proc/net/dev,file,3,1
4204,1527,proc,16,lseek,/proc/net/dev,file,3,0
4205,1527,proc,16,read,/proc/net/dev,file,3,0
4206,1527,proc,16,open,/proc/net/dev,file,3,1
4207,1527,proc,16,lseek,/proc/net/dev,file,3,0
4208,1527,proc,16,read,/proc/net/dev,file,3,0
4210,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4211,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4213,1527,proc,16,open,/proc/stat,file,3,1
4214,1527,proc,16,fstat64,/proc/stat,file,3,0
4215,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4216,1527,proc,16,read,/proc/stat,file,3,0
4219,1527,proc,16,open,/proc/stat,file,3,1
4220,1527,proc,16,fstat64,/proc/stat,file,3,0
4221,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4222,1527,proc,16,read,/proc/stat,file,3,0
4224,1527,proc,16,open,/proc/net/dev,file,3,1
4225,1527,proc,16,lseek,/proc/net/dev,file,3,0
4226,1527,proc,16,read,/proc/net/dev,file,3,0
4227,1527,proc,16,open,/proc/net/dev,file,3,1
4228,1527,proc,16,lseek,/proc/net/dev,file,3,0
4229,1527,proc,16,read,/proc/net/dev,file,3,0
4230,1527,proc,16,open,/proc/net/dev,file,3,1
4231,1527,proc,16,lseek,/proc/net/dev,file,3,0
4232,1527,proc,16,read,/proc/net/dev,file,3,0
4233,1527,proc,16,open,/proc/net/dev,file,3,1
4234,1527,proc,16,lseek,/proc/net/dev,file,3,0
4235,1527,proc,16,read,/proc/net/dev,file,3,0
4236,1527,proc,16,open,/proc/net/dev,file,3,1
4237,1527,proc,16,lseek,/proc/net/dev,file,3,0
4238,1527,proc,16,read,/proc/net/dev,file,3,0
4239,1527,proc,16,open,/proc/net/dev,file,3,1
4240,1527,proc,16,lseek,/proc/net/dev,file,3,0
4241,1527,proc,16,read,/proc/net/dev,file,3,0
4242,1527,proc,16,open,/proc/net/dev,file,3,1
4243,1527,proc,16,lseek,/proc/net/dev,file,3,0
4244,1527,proc,16,read,/proc/net/dev,file,3,0
4245,1527,proc,16,open,/proc/net/dev,file,3,1
4246,1527,proc,16,lseek,/proc/net/dev,file,3,0
4247,1527,proc,16,read,/proc/net/dev,file,3,0
4248,1527,proc,16,open,/proc/net/dev,file,3,1
4249,1527,proc,16,lseek,/proc/net/dev,file,3,0
4250,1527,proc,16,read,/proc/net/dev,file,3,0
4251,1527,proc,16,open,/proc/net/dev,file,3,1
4252,1527,proc,16,lseek,/proc/net/dev,file,3,0
4253,1527,proc,16,read,/proc/net/dev,file,3,0
4255,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4256,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4258,1527,proc,16,open,/proc/stat,file,3,1
4259,1527,proc,16,fstat64,/proc/stat,file,3,0
4260,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4261,1527,proc,16,read,/proc/stat,file,3,0
4264,1527,proc,16,open,/proc/stat,file,3,1
4265,1527,proc,16,fstat64,/proc/stat,file,3,0
4266,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4267,1527,proc,16,read,/proc/stat,file,3,0
4270,1527,proc,16,send,NO_SOCKET,net,1,1
4271,1527,proc,16,open,/proc/net/dev,file,3,1
4272,1527,proc,16,lseek,/proc/net/dev,file,3,0
4273,1527,proc,16,read,/proc/net/dev,file,3,0
4274,1527,proc,16,open,/proc/net/dev,file,3,1
4275,1527,proc,16,lseek,/proc/net/dev,file,3,0
4276,1527,proc,16,read,/proc/net/dev,file,3,0
4277,1527,proc,16,open,/proc/net/dev,file,3,1
4278,1527,proc,16,lseek,/proc/net/dev,file,3,0
4279,1527,proc,16,read,/proc/net/dev,file,3,0
4280,1527,proc,16,open,/proc/net/dev,file,3,1
4281,1527,proc,16,lseek,/proc/net/dev,file,3,0
4282,1527,proc,16,read,/proc/net/dev,file,3,0
4283,1527,proc,16,open,/proc/net/dev,file,3,1
4284,1527,proc,16,lseek,/proc/net/dev,file,3,0
4285,1527,proc,16,read,/proc/net/dev,file,3,0
4286,1527,proc,16,open,/proc/net/dev,file,3,1
4287,1527,proc,16,lseek,/proc/net/dev,file,3,0
4288,1527,proc,16,read,/proc/net/dev,file,3,0
4289,1527,proc,16,open,/proc/net/dev,file,3,1
4290,1527,proc,16,lseek,/proc/net/dev,file,3,0
4291,1527,proc,16,read,/proc/net/dev,file,3,0
4292,1527,proc,16,open,/proc/net/dev,file,3,1
4293,1527,proc,16,lseek,/proc/net/dev,file,3,0
4294,1527,proc,16,read,/proc/net/dev,file,3,0
4295,1527,proc,16,open,/proc/net/dev,file,3,1
4296,1527,proc,16,lseek,/proc/net/dev,file,3,0
4297,1527,proc,16,read,/proc/net/dev,file,3,0
4298,1527,proc,16,open,/proc/net/dev,file,3,1
4299,1527,proc,16,lseek,/proc/net/dev,file,3,0
4300,1527,proc,16,read,/proc/net/dev,file,3,0
4302,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4303,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4305,1527,proc,16,open,/proc/stat,file,3,1
4306,1527,proc,16,fstat64,/proc/stat,file,3,0
4307,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4308,1527,proc,16,read,/proc/stat,file,3,0
4311,1527,proc,16,open,/proc/stat,file,3,1
4312,1527,proc,16,fstat64,/proc/stat,file,3,0
4313,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4314,1527,proc,16,read,/proc/stat,file,3,0
4316,1527,proc,16,open,/proc/net/dev,file,3,1
4317,1527,proc,16,lseek,/proc/net/dev,file,3,0
4318,1527,proc,16,read,/proc/net/dev,file,3,0
4319,1527,proc,16,open,/proc/net/dev,file,3,1
4320,1527,proc,16,lseek,/proc/net/dev,file,3,0
4321,1527,proc,16,read,/proc/net/dev,file,3,0
4322,1527,proc,16,open,/proc/net/dev,file,3,1
4323,1527,proc,16,lseek,/proc/net/dev,file,3,0
4324,1527,proc,16,read,/proc/net/dev,file,3,0
4325,1527,proc,16,open,/proc/net/dev,file,3,1
4326,1527,proc,16,lseek,/proc/net/dev,file,3,0
4327,1527,proc,16,read,/proc/net/dev,file,3,0
4328,1527,proc,16,open,/proc/net/dev,file,3,1
4329,1527,proc,16,lseek,/proc/net/dev,file,3,0
4330,1527,proc,16,read,/proc/net/dev,file,3,0
4331,1527,proc,16,open,/proc/net/dev,file,3,1
4332,1527,proc,16,lseek,/proc/net/dev,file,3,0
4333,1527,proc,16,read,/proc/net/dev,file,3,0
4334,1527,proc,16,open,/proc/net/dev,file,3,1
4335,1527,proc,16,lseek,/proc/net/dev,file,3,0
4336,1527,proc,16,read,/proc/net/dev,file,3,0
4337,1527,proc,16,open,/proc/net/dev,file,3,1
4338,1527,proc,16,lseek,/proc/net/dev,file,3,0
4339,1527,proc,16,read,/proc/net/dev,file,3,0
4340,1527,proc,16,open,/proc/net/dev,file,3,1
4341,1527,proc,16,lseek,/proc/net/dev,file,3,0
4342,1527,proc,16,read,/proc/net/dev,file,3,0
4343,1527,proc,16,open,/proc/net/dev,file,3,1
4344,1527,proc,16,lseek,/proc/net/dev,file,3,0
4345,1527,proc,16,read,/proc/net/dev,file,3,0
4347,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4348,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4350,1527,proc,16,open,/proc/stat,file,3,1
4351,1527,proc,16,fstat64,/proc/stat,file,3,0
4352,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4353,1527,proc,16,read,/proc/stat,file,3,0
4356,1527,proc,16,open,/proc/stat,file,3,1
4357,1527,proc,16,fstat64,/proc/stat,file,3,0
4358,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4359,1527,proc,16,read,/proc/stat,file,3,0
4361,1527,proc,16,open,/proc/net/dev,file,3,1
4362,1527,proc,16,lseek,/proc/net/dev,file,3,0
4363,1527,proc,16,read,/proc/net/dev,file,3,0
4364,1527,proc,16,open,/proc/net/dev,file,3,1
4365,1527,proc,16,lseek,/proc/net/dev,file,3,0
4366,1527,proc,16,read,/proc/net/dev,file,3,0
4367,1527,proc,16,open,/proc/net/dev,file,3,1
4368,1527,proc,16,lseek,/proc/net/dev,file,3,0
4369,1527,proc,16,read,/proc/net/dev,file,3,0
4370,1527,proc,16,open,/proc/net/dev,file,3,1
4371,1527,proc,16,lseek,/proc/net/dev,file,3,0
4372,1527,proc,16,read,/proc/net/dev,file,3,0
4373,1527,proc,16,open,/proc/net/dev,file,3,1
4374,1527,proc,16,lseek,/proc/net/dev,file,3,0
4375,1527,proc,16,read,/proc/net/dev,file,3,0
4376,1527,proc,16,open,/proc/net/dev,file,3,1
4377,1527,proc,16,lseek,/proc/net/dev,file,3,0
4378,1527,proc,16,read,/proc/net/dev,file,3,0
4379,1527,proc,16,open,/proc/net/dev,file,3,1
4380,1527,proc,16,lseek,/proc/net/dev,file,3,0
4381,1527,proc,16,read,/proc/net/dev,file,3,0
4382,1527,proc,16,open,/proc/net/dev,file,3,1
4383,1527,proc,16,lseek,/proc/net/dev,file,3,0
4384,1527,proc,16,read,/proc/net/dev,file,3,0
4385,1527,proc,16,open,/proc/net/dev,file,3,1
4386,1527,proc,16,lseek,/proc/net/dev,file,3,0
4387,1527,proc,16,read,/proc/net/dev,file,3,0
4388,1527,proc,16,open,/proc/net/dev,file,3,1
4389,1527,proc,16,lseek,/proc/net/dev,file,3,0
4390,1527,proc,16,read,/proc/net/dev,file,3,0
4392,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4393,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4395,1527,proc,16,open,/proc/stat,file,3,1
4396,1527,proc,16,fstat64,/proc/stat,file,3,0
4397,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4398,1527,proc,16,read,/proc/stat,file,3,0
4401,1527,proc,16,open,/proc/stat,file,3,1
4402,1527,proc,16,fstat64,/proc/stat,file,3,0
4403,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4404,1527,proc,16,read,/proc/stat,file,3,0
4406,1527,proc,16,open,/proc/net/dev,file,3,1
4407,1527,proc,16,lseek,/proc/net/dev,file,3,0
4408,1527,proc,16,read,/proc/net/dev,file,3,0
4409,1527,proc,16,open,/proc/net/dev,file,3,1
4410,1527,proc,16,lseek,/proc/net/dev,file,3,0
4411,1527,proc,16,read,/proc/net/dev,file,3,0
4412,1527,proc,16,open,/proc/net/dev,file,3,1
4413,1527,proc,16,lseek,/proc/net/dev,file,3,0
4414,1527,proc,16,read,/proc/net/dev,file,3,0
4415,1527,proc,16,open,/proc/net/dev,file,3,1
4416,1527,proc,16,lseek,/proc/net/dev,file,3,0
4417,1527,proc,16,read,/proc/net/dev,file,3,0
4418,1527,proc,16,open,/proc/net/dev,file,3,1
4419,1527,proc,16,lseek,/proc/net/dev,file,3,0
4420,1527,proc,16,read,/proc/net/dev,file,3,0
4421,1527,proc,16,open,/proc/net/dev,file,3,1
4422,1527,proc,16,lseek,/proc/net/dev,file,3,0
4423,1527,proc,16,read,/proc/net/dev,file,3,0
4424,1527,proc,16,open,/proc/net/dev,file,3,1
4425,1527,proc,16,lseek,/proc/net/dev,file,3,0
4426,1527,proc,16,read,/proc/net/dev,file,3,0
4427,1527,proc,16,open,/proc/net/dev,file,3,1
4428,1527,proc,16,lseek,/proc/net/dev,file,3,0
4429,1527,proc,16,read,/proc/net/dev,file,3,0
4430,1527,proc,16,open,/proc/net/dev,file,3,1
4431,1527,proc,16,lseek,/proc/net/dev,file,3,0
4432,1527,proc,16,read,/proc/net/dev,file,3,0
4433,1527,proc,16,open,/proc/net/dev,file,3,1
4434,1527,proc,16,lseek,/proc/net/dev,file,3,0
4435,1527,proc,16,read,/proc/net/dev,file,3,0
4437,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4438,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4440,1527,proc,16,open,/proc/stat,file,3,1
4441,1527,proc,16,fstat64,/proc/stat,file,3,0
4442,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4443,1527,proc,16,read,/proc/stat,file,3,0
4446,1527,proc,16,open,/proc/stat,file,3,1
4447,1527,proc,16,fstat64,/proc/stat,file,3,0
4448,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4449,1527,proc,16,read,/proc/stat,file,3,0
4452,1527,proc,16,send,NO_SOCKET,net,1,1
4453,1527,proc,16,open,/proc/net/dev,file,3,1
4454,1527,proc,16,lseek,/proc/net/dev,file,3,0
4455,1527,proc,16,read,/proc/net/dev,file,3,0
4456,1527,proc,16,open,/proc/net/dev,file,3,1
4457,1527,proc,16,lseek,/proc/net/dev,file,3,0
4458,1527,proc,16,read,/proc/net/dev,file,3,0
4459,1527,proc,16,open,/proc/net/dev,file,3,1
4460,1527,proc,16,lseek,/proc/net/dev,file,3,0
4461,1527,proc,16,read,/proc/net/dev,file,3,0
4462,1527,proc,16,open,/proc/net/dev,file,3,1
4463,1527,proc,16,lseek,/proc/net/dev,file,3,0
4464,1527,proc,16,read,/proc/net/dev,file,3,0
4465,1527,proc,16,open,/proc/net/dev,file,3,1
4466,1527,proc,16,lseek,/proc/net/dev,file,3,0
4467,1527,proc,16,read,/proc/net/dev,file,3,0
4468,1527,proc,16,open,/proc/net/dev,file,3,1
4469,1527,proc,16,lseek,/proc/net/dev,file,3,0
4470,1527,proc,16,read,/proc/net/dev,file,3,0
4471,1527,proc,16,open,/proc/net/dev,file,3,1
4472,1527,proc,16,lseek,/proc/net/dev,file,3,0
4473,1527,proc,16,read,/proc/net/dev,file,3,0
4474,1527,proc,16,open,/proc/net/dev,file,3,1
4475,1527,proc,16,lseek,/proc/net/dev,file,3,0
4476,1527,proc,16,read,/proc/net/dev,file,3,0
4477,1527,proc,16,open,/proc/net/dev,file,3,1
4478,1527,proc,16,lseek,/proc/net/dev,file,3,0
4479,1527,proc,16,read,/proc/net/dev,file,3,0
4480,1527,proc,16,open,/proc/net/dev,file,3,1
4481,1527,proc,16,lseek,/proc/net/dev,file,3,0
4482,1527,proc,16,read,/proc/net/dev,file,3,0
4484,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4485,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4487,1527,proc,16,open,/proc/stat,file,3,1
4488,1527,proc,16,fstat64,/proc/stat,file,3,0
4489,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4490,1527,proc,16,read,/proc/stat,file,3,0
4493,1527,proc,16,open,/proc/stat,file,3,1
4494,1527,proc,16,fstat64,/proc/stat,file,3,0
4495,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4496,1527,proc,16,read,/proc/stat,file,3,0
4498,1527,proc,16,open,/proc/net/dev,file,3,1
4499,1527,proc,16,lseek,/proc/net/dev,file,3,0
4500,1527,proc,16,read,/proc/net/dev,file,3,0
4501,1527,proc,16,open,/proc/net/dev,file,3,1
4502,1527,proc,16,lseek,/proc/net/dev,file,3,0
4503,1527,proc,16,read,/proc/net/dev,file,3,0
4504,1527,proc,16,open,/proc/net/dev,file,3,1
4505,1527,proc,16,lseek,/proc/net/dev,file,3,0
4506,1527,proc,16,read,/proc/net/dev,file,3,0
4507,1527,proc,16,open,/proc/net/dev,file,3,1
4508,1527,proc,16,lseek,/proc/net/dev,file,3,0
4509,1527,proc,16,read,/proc/net/dev,file,3,0
4510,1527,proc,16,open,/proc/net/dev,file,3,1
4511,1527,proc,16,lseek,/proc/net/dev,file,3,0
4512,1527,proc,16,read,/proc/net/dev,file,3,0
4513,1527,proc,16,open,/proc/net/dev,file,3,1
4514,1527,proc,16,lseek,/proc/net/dev,file,3,0
4515,1527,proc,16,read,/proc/net/dev,file,3,0
4516,1527,proc,16,open,/proc/net/dev,file,3,1
4517,1527,proc,16,lseek,/proc/net/dev,file,3,0
4518,1527,proc,16,read,/proc/net/dev,file,3,0
4519,1527,proc,16,open,/proc/net/dev,file,3,1
4520,1527,proc,16,lseek,/proc/net/dev,file,3,0
4521,1527,proc,16,read,/proc/net/dev,file,3,0
4522,1527,proc,16,open,/proc/net/dev,file,3,1
4523,1527,proc,16,lseek,/proc/net/dev,file,3,0
4524,1527,proc,16,read,/proc/net/dev,file,3,0
4525,1527,proc,16,open,/proc/net/dev,file,3,1
4526,1527,proc,16,lseek,/proc/net/dev,file,3,0
4527,1527,proc,16,read,/proc/net/dev,file,3,0
4529,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4530,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4532,1527,proc,16,open,/proc/stat,file,3,1
4533,1527,proc,16,fstat64,/proc/stat,file,3,0
4534,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4535,1527,proc,16,read,/proc/stat,file,3,0
4538,1527,proc,16,open,/proc/stat,file,3,1
4539,1527,proc,16,fstat64,/proc/stat,file,3,0
4540,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4541,1527,proc,16,read,/proc/stat,file,3,0
4543,1527,proc,16,open,/proc/net/dev,file,3,1
4544,1527,proc,16,lseek,/proc/net/dev,file,3,0
4545,1527,proc,16,read,/proc/net/dev,file,3,0
4546,1527,proc,16,open,/proc/net/dev,file,3,1
4547,1527,proc,16,lseek,/proc/net/dev,file,3,0
4548,1527,proc,16,read,/proc/net/dev,file,3,0
4549,1527,proc,16,open,/proc/net/dev,file,3,1
4550,1527,proc,16,lseek,/proc/net/dev,file,3,0
4551,1527,proc,16,read,/proc/net/dev,file,3,0
4552,1527,proc,16,open,/proc/net/dev,file,3,1
4553,1527,proc,16,lseek,/proc/net/dev,file,3,0
4554,1527,proc,16,read,/proc/net/dev,file,3,0
4555,1527,proc,16,open,/proc/net/dev,file,3,1
4556,1527,proc,16,lseek,/proc/net/dev,file,3,0
4557,1527,proc,16,read,/proc/net/dev,file,3,0
4558,1527,proc,16,open,/proc/net/dev,file,3,1
4559,1527,proc,16,lseek,/proc/net/dev,file,3,0
4560,1527,proc,16,read,/proc/net/dev,file,3,0
4561,1527,proc,16,open,/proc/net/dev,file,3,1
4562,1527,proc,16,lseek,/proc/net/dev,file,3,0
4563,1527,proc,16,read,/proc/net/dev,file,3,0
4564,1527,proc,16,open,/proc/net/dev,file,3,1
4565,1527,proc,16,lseek,/proc/net/dev,file,3,0
4566,1527,proc,16,read,/proc/net/dev,file,3,0
4567,1527,proc,16,open,/proc/net/dev,file,3,1
4568,1527,proc,16,lseek,/proc/net/dev,file,3,0
4569,1527,proc,16,read,/proc/net/dev,file,3,0
4570,1527,proc,16,open,/proc/net/dev,file,3,1
4571,1527,proc,16,lseek,/proc/net/dev,file,3,0
4572,1527,proc,16,read,/proc/net/dev,file,3,0
4574,1527,proc,16,open,/sys/devices/system/cpu/online,file,2,1
4575,1527,proc,16,read,/sys/devices/system/cpu/online,file,2,0
4577,1527,proc,16,open,/proc/stat,file,3,1
4578,1527,proc,16,fstat64,/proc/stat,file,3,0
4579,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4580,1527,proc,16,read,/proc/stat,file,3,0
4583,1527,proc,16,open,/proc/stat,file,3,1
4584,1527,proc,16,fstat64,/proc/stat,file,3,0
4585,1527,proc,16,mmap2,23.236.66.13:50050,net,6,1
4586,1527,proc,16,read,/proc/stat,file,3,0
4588,1527,proc,16,open,/proc/net/dev,file,3,1
4589,1527,proc,16,lseek,/proc/net/dev,file,3,0
4590,1527,proc,16,read,/proc/net/dev,file,3,0
4591,1527,proc,16,open,/proc/net/dev,file,3,1
4592,1527,proc,16,lseek,/proc/net/dev,file,3,0
4593,1527,proc,16,read,/proc/net/dev,file,3,0
4594,1527,proc,16,open,/proc/net/dev,file,3,1
4595,1527,proc,16,lseek,/proc/net/dev,file,3,0
4596,1527,proc,16,read,/proc/net/dev,file,3,0
4597,1527,proc,16,open,/proc/net/dev,file,3,1
4598,1527,proc,16,lseek,/proc/net/dev,file,3,0
4599,1527,proc,16,read,/proc/net/dev,file,3,0
